Title,Link,PropertyType,Price,Location,State,Bedrooms,Bathrooms,Area,Down_Payment,Payment_Method,Price_Per_M
"Apartment for sale 145 m - Al-Asafra - Atlas Street - Side sea view - Price 3,300,000 million",https://www.bayut.eg/en/property/details-502924285.html,Apartment,3300000,Asafra,Asafra,2,2,145,0,Cash,22758.62
"Resale Apartment for Sale, 202 sq m, Sawary Compound (Saudi Egyptian)",https://www.bayut.eg/en/property/details-503079936.html,Apartment,9600000,Sawari,Moharam Bik,3,3,202,8650000,Installments,47524.75
Sidi Gaber - Steps from the tram,https://www.bayut.eg/en/property/details-502946494.html,Apartment,3700000,Sidi Gaber,Sidi Gaber,2,1,110,0,Cash,33636.36
Gleem - Direct sea view,https://www.bayut.eg/en/property/details-502938487.html,Apartment,7000000,Glim,Glim,2,2,145,0,Cash,48275.86
"Twin house for sale in Alex West, Ready to move",https://www.bayut.eg/en/property/details-503070008.html,Twin House,28780200,Alex West,Agami,4,6,339,455686,Installments,84897.35
"Apartment for sale in Valore Antoniadis, Smouha - Ready to move",https://www.bayut.eg/en/property/details-503069851.html,Apartment,8100000,Valore Antoniades,Smouha,3,3,216,236250,Installments,37500.0
"Apartment for sale, 116 sq m, Sidi Gaber (off El Moshir Street).",https://www.bayut.eg/en/property/details-503069032.html,Apartment,3500000,Sidi Gaber,Sidi Gaber,3,1,116,0,Cash,30172.41
Villa of 1300 square meters in the finest location in King,https://www.bayut.eg/en/property/details-502524949.html,Villa,18000000,King Mariout,King Mariout,5,5,1300,0,Cash,13846.15
Apartment for sale 165 M Smouha,https://www.bayut.eg/en/property/details-503064370.html,Apartment,5650000,Smouha,Smouha,3,2,165,0,Cash,34242.42
Apartment for sale 244 M Smouha (Turnout from Fawzy Moaz ST),https://www.bayut.eg/en/property/details-502962823.html,Apartment,9800000,Smouha,Smouha,3,2,244,0,Cash,40163.93
Apartment for sale Smouha,https://www.bayut.eg/en/property/details-503086853.html,Apartment,4000000,Smouha,Smouha,3,1,161,0,Cash,24844.72
Apartment for sale 110m – Stanley,https://www.bayut.eg/en/property/details-503068228.html,Apartment,4300000,Stanley,Stanley,2,1,110,0,Cash,39090.91
"Apartment for sale, 176 sq m - Smouha",https://www.bayut.eg/en/property/details-503067811.html,Apartment,7900000,Smouha,Smouha,3,2,176,0,Cash,44886.36
"Apartment 170m for sale in Asafra, Gamal Abdel Nasser Street",https://www.bayut.eg/en/property/details-502599177.html,Apartment,3700000,Asafra,Asafra,3,2,170,0,Cash,21764.71
Apartment for sale 166 m in Sawary with an open view,https://www.bayut.eg/en/property/details-503068646.html,Apartment,10126000,Sawari,Moharam Bik,3,2,166,2025200,Installments,61000.0
"Apartment for sale, 150 M Miami (Salah El Din Shaaban ST- Seaside)",https://www.bayut.eg/en/property/details-502936004.html,Apartment,3000000,Miami,Miami,3,1,150,0,Cash,20000.0
Apartment for sale with Sporting Club view,https://www.bayut.eg/en/property/details-502872057.html,Apartment,2200000,Sporting,Sporting,2,1,70,0,Cash,31428.57
"Apartment for sale, 240 sq m - Gleem (Abu Qir Street)",https://www.bayut.eg/en/property/details-503069100.html,Apartment,9200000,Glim,Glim,3,3,240,0,Cash,38333.33
Villa for sale 486 m in Malaz with an open view of the Smouha Club,https://www.bayut.eg/en/property/details-503068411.html,Villa,19700000,Malaz,Borg El Arab,7,7,486,1970000,Installments,40534.98
Apartment for Sale – 115 sqm in El Ibrahimeya (just steps from Abu Qir Street),https://www.bayut.eg/en/property/details-502773209.html,Apartment,3200000,Al Ibrahimiyyah,Al Ibrahimiyyah,3,1,115,0,Cash,27826.09
Apartment for sale with a view of Al-Muruj Club,https://www.bayut.eg/en/property/details-503067417.html,Apartment,6426000,Murooj,Smouha,2,2,119,93712,Installments,54000.0
Standalone Villa for Sale – Smouha | Near Delivery | Cash Deal,https://www.bayut.eg/en/property/details-503067062.html,Villa,24000000,Murooj,Smouha,9,5,332,0,Cash,72289.16
"122m² Apartment for Sale in Soly Vie – New Borg El Arab, Alexandria | 3 Beds + Bathroom + Terrace",https://www.bayut.eg/en/property/details-503066795.html,Apartment,3381000,Borg El Arab,Borg El Arab,3,1,122,50000,Installments,27713.11
Town House Middle Resale (Bue 194m + Land Area 183m) In Palm Hills Alexandria,https://www.bayut.eg/en/property/details-503063466.html,Townhouse,18200000,Palm Hills,Palm Hills,3,3,194,12800000,Installments,93814.43
Apartment for sale 170 sqm in Smouha (next to the Security Directorate),https://www.bayut.eg/en/property/details-503069519.html,Apartment,7300000,Smouha,Smouha,3,2,170,0,Cash,42941.18
"Duplex apartment for sale, 350m, Louran (directly on the tram)",https://www.bayut.eg/en/property/details-502502369.html,Duplex,9000000,Laurent,Laurent,4,3,350,0,Cash,25714.29
Apartment for Sale 225 sqm in Loran (Direct Abu Qir),https://www.bayut.eg/en/property/details-502873615.html,Apartment,7500000,Laurent,Laurent,3,1,225,0,Cash,33333.33
Apartment for sale 115 sqm in Gleem,https://www.bayut.eg/en/property/details-502797845.html,Apartment,4100000,Glim,Glim,3,1,115,0,Cash,35652.17
"Apartment for sale, 208 sq m, Sawary Compound (open view of the landscape)",https://www.bayut.eg/en/property/details-503065822.html,Apartment,12896000,Sawari,Moharam Bik,3,3,208,1289600,Installments,62000.0
Apartment for sale in Miami,https://www.bayut.eg/en/property/details-503109868.html,Apartment,1000000,Miami,Miami,11,1,75,0,Cash,13333.33
161 sqm apartment for sale in Morooj Compound prime location delivery in 6 months 3 bedrooms 3 bathrooms reception 3 pieces full licenses special pric,https://www.bayut.eg/en/property/details-502979433.html,Apartment,5600000,Murooj,Smouha,3,3,161,0,Cash,34782.61
Apartment for sale 220 m Louran (branch of Sharawi St) open view,https://www.bayut.eg/en/property/details-503067824.html,Apartment,7500000,Laurent,Laurent,3,3,220,0,Cash,34090.91
"Villa 250m registered in King Mariout, Alexandria",https://www.bayut.eg/en/property/details-503106921.html,Villa,2500000,Borg El Arab,Borg El Arab,3,3,250,100000,Installments,10000.0
Apartment for Sale – Sidi Bishr – 160 m,https://www.bayut.eg/en/property/details-503068818.html,Apartment,4350000,Sidi Beshr,Sidi Beshr,3,2,160,0,Cash,27187.5
"Apartment for sale 400 m Saba Pasha, including furniture and appliances - (directly on the sea) - Brand Building",https://www.bayut.eg/en/property/details-502240861.html,Apartment,23000000,Saba Pasha,Saba Basha,5,5,400,0,Cash,57500.0
"Apartment for Sale – 190 sqm – Kafr Abdo – Near Saint Genie Square & New Kafr Abdo Metro Station – Price: EGP 6,300,000",https://www.bayut.eg/en/property/details-502978205.html,Apartment,6000000,Kafr Abdo,Kafr Abdo,3,3,190,0,Cash,31578.95
"Apartment for sale 120 m - Maamoura Beach - Al Nasr Street - Price 4,800,000 million",https://www.bayut.eg/en/property/details-502860144.html,Apartment,4800000,Maamoura,Maamoura,3,1,120,0,Cash,40000.0
apartment for sale in Alexandra near to the sea,https://www.bayut.eg/en/property/details-502489518.html,Apartment,5000000,Cleopatra,Cleopatra,3,1,125,0,Cash,40000.0
Apartment 160 sq m - Mandara Bahri - on Gamal Abdel Nasser Street,https://www.bayut.eg/en/property/details-503086417.html,Apartment,2800000,Mandara,Mandara,3,2,160,0,Cash,17500.0
"Apartment for sale, 140 sq m, Smouha - El Naql & El Handasa Street (Down payment: EGP 464,100 - Open view)",https://www.bayut.eg/en/property/details-503078296.html,Apartment,9282000,Smouha,Smouha,3,2,140,464100,Installments,66300.0
Own a Standalone Villa in Alex West – Luxury Living & Long-Term Investment,https://www.bayut.eg/en/property/details-503068683.html,Villa,44000000,Alex West,Agami,6,5,586,2200000,Installments,75085.32
Apartment for sale – Excellent opportunity in Al Maamoura Beach,https://www.bayut.eg/en/property/details-503065180.html,Apartment,3800000,Maamoura,Maamoura,2,1,120,0,Cash,31666.67
"Apartment for sale, 120 m², Miami (Khaled Ibn Al Waleed Street)",https://www.bayut.eg/en/property/details-502539234.html,Apartment,2800000,Miami,Miami,3,1,120,0,Cash,23333.33
"Apartment for sale, 150 sq m, San Stefano (second tram stop)",https://www.bayut.eg/en/property/details-503069159.html,Apartment,6200000,San Stefano,San Stefano,3,3,150,0,Cash,41333.33
Apartment for Sale – 165m – Sidi Bishr – Steps from the Sea,https://www.bayut.eg/en/property/details-503068783.html,Apartment,2600000,Sidi Beshr,Sidi Beshr,3,2,165,0,Cash,15757.58
"Apartment for Sale – 110 sqm, Miami Off El Eissawy St.",https://www.bayut.eg/en/property/details-503068407.html,Apartment,2200000,Miami,Miami,3,1,110,0,Cash,20000.0
A distinctive apartment for sale in a strategic location – Super Lux finishing – A great deal!,https://www.bayut.eg/en/property/details-503067938.html,Apartment,5800000,Kafr Abdo,Kafr Abdo,3,2,185,0,Cash,31351.35
Own Your Unit in Alex West – Refined Living with Secure Investment Value,https://www.bayut.eg/en/property/details-503067259.html,Apartment,7049000,Alex West,Agami,2,2,133,352450,Installments,53000.0
Own Your Home in Alex West – Refined Living with Strong Investment Value,https://www.bayut.eg/en/property/details-503067153.html,Apartment,5716500,Alex West,Agami,2,1,111,285825,Installments,51500.0
"Apartment for sale, 161 sq m, Smouha - Marouj Compound",https://www.bayut.eg/en/property/details-503066561.html,Apartment,5750000,Murooj,Smouha,3,3,161,4500000,Installments,35714.29
"Apartment for sale, 187 sq m, Smouha - The One Compound",https://www.bayut.eg/en/property/details-503066439.html,Apartment,11543000,The One,Smouha,3,3,187,3800000,Installments,61727.27
A distinctive apartment for sale in a strategic location – Super Lux finishing – A great deal!,https://www.bayut.eg/en/property/details-503066388.html,Apartment,2200000,Miami,Miami,2,1,100,0,Cash,22000.0
"Apartment for sale, 162 sq m, Palm Hills Compound, Alexandria",https://www.bayut.eg/en/property/details-503063255.html,Apartment,13835000,Palm Hills,Palm Hills,3,3,162,3335000,Installments,85401.23
"Apartment for sale, 155 sq m, Alex West Compound",https://www.bayut.eg/en/property/details-503063139.html,Apartment,5800000,Alex West,Agami,3,2,155,0,Cash,37419.35
Apartment for Sale – Miami – 190 m (Khalil Hamada St. ),https://www.bayut.eg/en/property/details-503063133.html,Apartment,6500000,Miami,Miami,3,3,190,0,Cash,34210.53
Apartment for sale – First row from the sea – Asafra – Alexandria,https://www.bayut.eg/en/property/details-503062685.html,Apartment,6500000,Asafra,Asafra,2,1,120,0,Cash,54166.67
"Tessera Upper Villa with Penthouse for sale, 246 sq m Palm Hills",https://www.bayut.eg/en/property/details-503062326.html,Villa,19950000,Palm Hills,Palm Hills,5,4,317,12500000,Installments,62933.75
"Apartment for sale, 218 sq m, Gleem - 2nd row from the sea (brand building)",https://www.bayut.eg/en/property/details-502996772.html,Apartment,10500000,Glim,Glim,3,3,218,0,Cash,48165.14
Al-Ibrahimia - next to Sporting Club,https://www.bayut.eg/en/property/details-502948869.html,Apartment,6000000,Al Ibrahimiyyah,Al Ibrahimiyyah,3,2,190,0,Cash,31578.95
Smouha – Bahaa El-Din El-Ghatouri Street,https://www.bayut.eg/en/property/details-502937066.html,Apartment,8150000,Smouha,Smouha,3,3,225,0,Cash,36222.22
Al Mansheya,https://www.bayut.eg/en/property/details-502926166.html,Apartment,2000000,Manshiyya,Manshiyya,3,1,130,0,Cash,15384.62
"Apartment for sale, 219 m², Smouha - Marouj Compound (direct club view)",https://www.bayut.eg/en/property/details-502617112.html,Apartment,10950000,Murooj,Smouha,5,3,219,2000000,Installments,50000.0
"Apartment for sale, 145 sqm, Sporting, El-Akseer Street",https://www.bayut.eg/en/property/details-503085275.html,Apartment,5500000,Sporting,Sporting,3,2,140,0,Cash,39285.71
"Duplex for sale, 420 sq m, Loran - Al-Iqbal Street",https://www.bayut.eg/en/property/details-503068310.html,Duplex,13500000,Laurent,Laurent,4,3,420,0,Cash,32142.86
"Townhouse Corner Villa for Sale, 234 sq m , Palm Hills Compound, Alexandria",https://www.bayut.eg/en/property/details-503068113.html,Twin House,21935000,Palm Hills,Palm Hills,4,5,234,13884000,Installments,93739.32
"Apartment for sale in the Mūrūj Compound, Smoha 150m with only 10% down payment (4-year installments)",https://www.bayut.eg/en/property/details-503067490.html,Apartment,8100000,Murooj,Smouha,3,2,150,151875,Installments,54000.0
"Apartment for sale, 146 sq m, Smouha - Marouj Compound",https://www.bayut.eg/en/property/details-503067097.html,Apartment,5360000,Murooj,Smouha,3,2,146,5110000,Installments,36712.33
"Apartment for sale furnished, Miami, on Khalid bin Walid Street with steps to the sea and the corniche",https://www.bayut.eg/en/property/details-503067000.html,Apartment,1750000,Miami,Miami,2,1,125,0,Cash,14000.0
"Apartment for sale, 138 sq m, Smouha - Marouj Compound",https://www.bayut.eg/en/property/details-503066911.html,Apartment,5080000,Murooj,Smouha,3,2,138,4830000,Installments,36811.59
"Apartment for sale, 160 sq m, Gleem - Ahmed Fathy Street",https://www.bayut.eg/en/property/details-503066847.html,Apartment,4200000,Glim,Glim,3,2,160,0,Cash,26250.0
Apartment for sale 224 m in the most prestigious compound in Smouha Valory Antoniades Immediate delivery,https://www.bayut.eg/en/property/details-503066530.html,Apartment,5400000,Valore Antoniades,Smouha,4,3,224,0,Cash,24107.14
"Apartment for sale in a prime location inThe One Compound, fully finished, directly facing Smouha Club, in the heart of Alexandria",https://www.bayut.eg/en/property/details-503066322.html,Apartment,5400000,The One,Smouha,3,3,187,0,Cash,28877.01
"Apartment for sale, 137 sq m, Smouha - The One Compound",https://www.bayut.eg/en/property/details-503066278.html,Apartment,8700000,The One,Smouha,2,2,137,2378000,Installments,63503.65
"Apartment for sale, 115 sq m, Sawary Compound",https://www.bayut.eg/en/property/details-503066044.html,Apartment,6650000,Sawari,Moharam Bik,2,2,115,665000,Installments,57826.09
"Apartment for sale, 165 sq m, Sawary Compound (direct view of the club - immediate occupancy)",https://www.bayut.eg/en/property/details-503065989.html,Apartment,9075000,Sawari,Moharam Bik,4,3,165,900000,Installments,55000.0
Luxury apartment for sale – direct sea view next to the Officers' Hotel (Asafra – Alexandria),https://www.bayut.eg/en/property/details-503065103.html,Apartment,8000000,Asafra,Asafra,3,2,180,0,Cash,44444.44
Apartment for Sale – 95 m² – Al Asafra a few steps from Gamal Abdel Nasser Street,https://www.bayut.eg/en/property/details-503063335.html,Apartment,2000000,Asafra,Asafra,2,1,95,0,Cash,21052.63
"Apartment for sale in Mrouj Smoha Compound, 150m with only 10% down payment (installment over 4 years)",https://www.bayut.eg/en/property/details-503063121.html,Apartment,8100000,Murooj,Smouha,3,2,150,151875,Installments,54000.0
Apartment for Sale – 90 m² in Smouha Steps from Victor Emmanuel Square,https://www.bayut.eg/en/property/details-503062926.html,Apartment,2000000,Smouha,Smouha,2,1,90,0,Cash,22222.22
"Apartment 200 m for sale - Camp Ceaser - Port Said St. - Brand Tower - price 6,500,000 million",https://www.bayut.eg/en/property/details-503062897.html,Apartment,6500000,Camp Caesar,Camp Caesar,3,2,200,0,Cash,32500.0
Apartment for sale 180 m Smoha (Compound The One),https://www.bayut.eg/en/property/details-503062250.html,Apartment,12096000,The One,Smouha,3,2,180,11756,Installments,67200.0
A distinguished apartment for sale in a strategic location – super lux finishing – a great deal!,https://www.bayut.eg/en/property/details-503062076.html,Apartment,5750000,Borg El Arab,Borg El Arab,3,3,300,0,Cash,19166.67
Twin House Villa for Sale (Building Area 339 sq m + Land Area 290 sq m + Garden 164 sq m) in Alex West Compound (Jezzine),https://www.bayut.eg/en/property/details-503061106.html,Twin House,22300000,Alex West,Agami,4,3,503,0,Cash,44334.0
"Townhouse Villa for Sale, 295 sq m, New Borg El Arab - Malaaz Compound",https://www.bayut.eg/en/property/details-503061047.html,Twin House,9850000,Malaz,Borg El Arab,7,4,480,985000,Installments,20520.83
"Apartment for sale, 115 sq m, Sawary",https://www.bayut.eg/en/property/details-503060968.html,Apartment,6650000,Sawari,Moharam Bik,2,2,115,1662500,Installments,57826.09
"Apartment for Sale in a Prime Location in the Heart of Alexandria – Palm Hills Alexandria, Next to Carrefour Ready to move",https://www.bayut.eg/en/property/details-502965662.html,Apartment,5600000,Palm Hills,Palm Hills,3,3,230,0,Cash,24347.83
For Sale: Luxury Apartment fully finished ready to move in Palm Hills Alexandria,https://www.bayut.eg/en/property/details-502965582.html,Apartment,6500000,Palm Hills,Palm Hills,2,2,134,0,Cash,48507.46
"Penthouse apartment in Al Nakheel Beach, luxurious finishing, steps from the sea, excellent location, all services included.",https://www.bayut.eg/en/property/details-502965269.html,Duplex,970000,Nakheel,Nakheel,2,2,200,0,Cash,4850.0
"A great apartment in Palm Beach next to the services, with an excellent residential location and all amenities included.",https://www.bayut.eg/en/property/details-502963785.html,Apartment,680000,Nakheel,Nakheel,2,1,90,0,Cash,7555.56
"Ground floor apartment with private entrance in Al-Ajami, Al-Nakhil beach next to the main street, excellent residential location with all services included.",https://www.bayut.eg/en/property/details-502963760.html,Apartment,840000,Nakheel,Nakheel,3,1,110,0,Cash,7636.36
"3-bedroom apartment at Nakheel Beach next to the Air Defense House, just a few steps from the sea.",https://www.bayut.eg/en/property/details-502963684.html,Apartment,1150000,Nakheel,Nakheel,3,1,120,0,Cash,9583.33
"Duplex in Palm Beach, 3 bedrooms, a few steps from the sea, ultra-lux finish",https://www.bayut.eg/en/property/details-502963527.html,Apartment,990000,Nakheel,Nakheel,3,1,200,0,Cash,4950.0
"3-bedroom apartment for sale in kilo 21, Al-Nakhil Beach, next to services, excellent residential location with all amenities.",https://www.bayut.eg/en/property/details-502963105.html,Apartment,820000,Nakheel,Nakheel,3,1,110,0,Cash,7454.55
"Sixth floor apartment in a building by the sea at Al Nakheel Beach, luxury finishing.",https://www.bayut.eg/en/property/details-502963089.html,Apartment,1550000,Nakheel,Nakheel,3,2,130,0,Cash,11923.08
Townhouse for Sale – Best Price – Prime Location Palm Hills Alexandria Compound | Next to Carrefour,https://www.bayut.eg/en/property/details-502956977.html,Townhouse,8990000,Palm Hills,Palm Hills,3,3,230,0,Cash,39086.96
El Ibrahimiya – Steps from the Tram & Sporting Club,https://www.bayut.eg/en/property/details-502955661.html,Apartment,3700000,Al Ibrahimiyyah,Al Ibrahimiyyah,3,1,160,0,Cash,23125.0
Gianaclis - Zulfiqar Street,https://www.bayut.eg/en/property/details-502950975.html,Apartment,2400000,Gianaclis,Gianaclis,3,1,170,0,Cash,14117.65
Gianaclis - Zulfiqar Street,https://www.bayut.eg/en/property/details-502943696.html,Apartment,3650000,Gianaclis,Gianaclis,3,1,130,0,Cash,28076.92
Smouha – Bahaa El-Din El-Ghatouri Street,https://www.bayut.eg/en/property/details-502939987.html,Apartment,6600000,Smouha,Smouha,3,2,200,0,Cash,33000.0
Sidi Bishr,https://www.bayut.eg/en/property/details-502927086.html,Apartment,1450000,Sidi Beshr,Sidi Beshr,2,1,85,0,Cash,17058.82
"Apartment for sale, 275 sq m, Gleem - Direct Sea View (Brand Building)",https://www.bayut.eg/en/property/details-502854125.html,Apartment,15500000,Glim,Glim,3,3,275,0,Cash,56363.64
"Apartment in Alexandria, Al-Ajami, at Nakheel Beach, in the heart of services and next to the sea.",https://www.bayut.eg/en/property/details-502824810.html,Apartment,800000,Nakheel,Nakheel,2,1,100,0,Cash,8000.0
"Apartment for sale, 184 sq m, Sawary Compound - Vee (Al-Ghoneimy)",https://www.bayut.eg/en/property/details-502786664.html,Apartment,8994650,Sawari,Moharam Bik,4,2,184,6100000,Installments,48883.97
Apartment for sale 168 m Victoria (branching off from Mustafa Kamel Street),https://www.bayut.eg/en/property/details-502728103.html,Apartment,2550000,Victoria,Victoria,3,1,168,0,Cash,15178.57
Apartment for Sale – 165 sqm in Miami (Steps from Gamal Abdel Nasser Street),https://www.bayut.eg/en/property/details-502711615.html,Apartment,2950000,Miami,Miami,3,2,165,0,Cash,17878.79
Apartment for Sale – 187 sqm in the Latin District (Just Steps from Fouad Street ),https://www.bayut.eg/en/property/details-502673449.html,Apartment,9150000,Latin District,Raml Station,3,2,187,0,Cash,48930.48
Apartment for sale 130 m Saba Pasha (directly on the tram),https://www.bayut.eg/en/property/details-502575368.html,Apartment,4500000,Saba Pasha,Saba Basha,2,2,130,0,Cash,34615.38
"Apartment for Sale – 193 sqm in El-Sayadla Compound (New Smouha – In front of Al Ittihad Club) – Price: EGP 8,200,000 Cash",https://www.bayut.eg/en/property/details-502485012.html,Apartment,8000000,Pharma City Compound,Smouha,3,2,193,0,Cash,41450.78
"Apartment for sale, 150 sq m, Moharram Bek",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-wasat-moharam-bek-canal-al-mahmoudya-bahari-st-8407068.html,Apartment,2800000,Canal Al Mahmoudya Bahari St.,Moharam Bek,3,2,150,0,Cash,18666.67
"شقة للبيع 200م , شارع بهاء الدين الغتوري , سموحة ,",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-mohamed-bahaa-al-din-al-ghouri-st-8346815.html,Apartment,6500000,Mohamed Bahaa Al Din Al Ghouri St.,Smouha,3,2,200,0,Cash,32500.0
"شقة للبيع 275 م , سبورتنج",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-sporting-tiba-st-8023635.html,Apartment,5200000,Tiba St.,Sporting,4,2,275,0,Cash,18909.09
"فيلا دوبلكس للبيع 350م , سبورتنج ,",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-sporting-ahmed-allam-st-8498282.html,Duplex,12000000,Ahmed Allam St.,Sporting,3,3,360,0,Cash,33333.33
"فيلا دوبلكس للبيع 350م , سبورتنج ,",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/duplex-for-sale-alexandria-hay-wasat-ibrahimia-omar-zaafran-st-8481043.html,Duplex,12000000,Ahmed Allam St.,Sporting,4,3,350,0,Cash,34285.71
apartment for sale in palm hills alex fully finish,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-alexandria-compounds-palm-hills-8637192.html,Apartment,8060000,Palm Hills,Palm Hills,3,2,160,0,Cash,50375.0
Apartment resale in Moruj compound,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-vee-muruj-8636083.html,Apartment,5162000,Vee Muruj,Smouha,2,2,180,0,Installments,28677.78
Apartment for sale in Fleming,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-fleming-8635843.html,Apartment,5200000,Fleming,Fleming,3,2,250,0,Cash,20800.0
Apartment resale in moruj compound 128m,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-vee-muruj-8635793.html,Apartment,6500000,Vee Muruj,Smouha,2,2,128,0,Installments,50781.25
"Apartment for sale, 90 sq m - Mandara",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-than-el-montazah-el-mandara-khalf-masaken-al-sheraton-st-8635058.html,Apartment,2000000,Khalf Masaken Al Sheraton St.,El Mandara,2,1,90,0,Cash,22222.22
Apartment for sale -Alex West Compound - 155 sq m,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-alexandria-compounds-alex-west-8645908.html,Apartment,7700000,Alex West,Agami,3,2,155,0,Installments,49677.42
Twin House with Basment Resale in PalmHills Alex,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/villa-for-sale-alexandria-alexandria-compounds-palm-hills-8644374.html,Villa,32551690,Palm Hills,Palm Hills,5,3,257,0,Installments,126660.27
"Apartment for sale, 115 sq m - Smouha (Veranda )",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-alexandria-compounds-veranda-smouha-8644282.html,Apartment,4500000,Veranda Smouha,Veranda Smouha,2,1,115,0,Cash,39130.43
"Standalone villa for sale, 512m Palm Hills",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/villa-for-sale-alexandria-alexandria-compounds-palm-hills-8643316.html,Villa,52000000,Palm Hills,Palm Hills,7,5,512,0,Cash,101562.5
"Apartment for sale, 144 sq m - Smouha (Muruj)",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-muruj-8641488.html,Apartment,7541000,Muruj,Smouha,3,2,144,0,Installments,52368.06
"Apartment for sale, 187 sq m, Smouha - Marouj",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-muruj-8478952.html,Apartment,8676000,Muruj,Smouha,4,3,187,0,Cash,46395.72
"Apartment for sale, 163 sq m, Palm Hills Compound",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-alexandria-compounds-palm-hills-8477990.html,Apartment,10000000,Palm Hills,Palm Hills,3,3,163,0,Cash,61349.69
"Apartment for sale, 217 sq m, Palm Hills Compound",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-alexandria-compounds-palm-hills-8477941.html,Apartment,14065190,Palm Hills,Palm Hills,3,3,217,0,Installments,64816.54
Own an Ultra-Luxury Finished Apartment in Sidi Bis,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-awal-el-montazah-sidi-beshr-al-shaheed-awad-hegazy-st-8623041.html,Apartment,5600000,Al Shaheed Awad Hegazy St.,Sidi Beshr,3,2,180,0,Cash,31111.11
"Apartment for sale, 144 sq m, Smouha - Marouj",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-muruj-8474308.html,Apartment,6900000,Muruj,Smouha,3,3,144,0,Installments,47916.67
"Apartment for sale, 155 sq m, Al Saraya",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-awal-el-montazah-sidi-beshr-saraya-8473947.html,Apartment,5200000,Abdel Salam Aref St.,Laurent,3,2,155,0,Cash,33548.39
"Apartment for sale, 184 sq m, Smouha - Valori",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-valore-smouha-8472861.html,Apartment,8800000,Valore Smouha,Smouha,3,2,184,0,Cash,47826.09
"Apartment for sale, 170 sq m, Sidi Bishr Bahri",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-awal-el-montazah-sidi-beshr-al-tofola-al-saaeda-st-8471815.html,Apartment,4950000,Al Tofola Al Saaeda St.,Sidi Beshr,3,2,170,0,Cash,29117.65
"Apartment for sale, 153 sq m, Alex West Compound",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-alexandria-compounds-alex-west-8471168.html,Apartment,5771160,Alex West,Agami,3,2,153,0,Installments,37720.0
"Apartment for Sale, 213 sq m, Palm Hills Compound",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-alexandria-compounds-palm-hills-8471130.html,Apartment,18164000,Palm Hills,Palm Hills,3,4,213,0,Installments,85277.0
"Apartment for sale, 145 sq m, Camp Caesar",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-wasat-camp-chezar-al-geish-road-8468991.html,Apartment,9200000,Al Geish Road,Camp Chezar,3,2,145,0,Cash,63448.28
Ultra luxurious finishing Open view of lanscape,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/villa-for-sale-alexandria-hay-sharq-smouha-ivory-muruj-8467597.html,Villa,20000000,Ivory Muruj,Smouha,6,5,279,0,Cash,71684.59
